oid,description
.1.3.6.1.6.3.12.1.3.1.7.112.97.114.97.109.118.50,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.7.112.97.114.97.109.118.51,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.49,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.50,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.51,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.52,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.53,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.3.1.7.117.115.109.80.97.114.97.109.54,The status of this conceptual row To create a row in this table a manager must set this object to either createAndGo4 or createAndWait5 Until instances of all corresponding columns are appropriately configured the value of the corresponding instance of the snmpTargetParamsRowStatus column is notReady In particular a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName and snmpTargetParamsSecurityLevel have all been set The following objects may not be modified while the value of this object is active1 snmpTargetParamsMPModel snmpTargetParamsSecurityModel snmpTargetParamsSecurityName snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active1 will result in an inconsistentValue error
.1.3.6.1.6.3.12.1.4.0,The total number of packets received by the SNMP engine which were dropped because the context contained in the message was unavailable
.1.3.6.1.6.3.12.1.5.0,The total number of packets received by the SNMP engine which were dropped because the context contained in the message was unknown
.1.3.6.1.6.3.13.1.1.1.2.100.101.102.97.117.108.116.110.111.116.105.102.105.99.97.116.105.111.110,This object contains a single tag value which is used to select entries in the snmpTargetAddrTable Any entry in the snmpTargetAddrTable which contains a tag value which is equal to the value of an instance of this object is selected If this object contains a value of zero length no entries are selected DEFVAL
